Name,Size,Type,Tag,Alignment,Fly/Hover/Swim,CR,Source book,Source page,Spell user,Legendary actions,Lair actions,Abilities,Actions,Reaction,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other,,Credits
Tiamat,Gargantuan,Fiend,,Chaotic evil,,30,RoT,92,y,y,n,,,,,,,,,,,,,,,ø,,
Tiger,Large,Beast,,Unaligned,,1,MM,339,n,n,n,,,,,,,x,x,,,,,,,,,
Timeless Chronomancer,Medium,Humanoid,Construct,Neutral,,14,MaDC,20,y,n,n,,,,,,,,,,,,,,ø,ø,,
Titanoboa,Gargantuan,Beast,,Unaligned,,12,ToB,382,n,n,n,,,,,,,,,,,ø,,,,,,
Titivilus,Medium,Fiend,"Devil, Archdevil",Lawful evil,,16,MToF,179,y,y,n,,,,,,,,,,,,,,,ø,,
Tlincalli,Large,Monstrosity,,Neutral evil,,5,VGtM,193,n,n,n,,,,,,x,,,,,,,,,,,
Tophet,Huge,Construct,,Neutral evil,,8,ToB,283,n,n,n,,,,,,ø,,,,,,,,,,,
Tortle,Medium,Humanoid,Tortle,Lawful good,,1/4,MToF,242,n,n,n,,,,,x,,,,,,,,,,,,
Tortle Druid,Medium,Humanoid,Tortle,Lawful good,,2,MToF,242,n,n,n,,,,,x,,,,,,,,,,,,
Tosculi Drone,Small,Monstrosity,,Lawful evil,,1/2,ToB,386,n,n,n,,,,,,,,,,,,,,,,,
Tosculi Elite Bow Raider,Medium,Monstrosity,,Lawful evil,,5,ToB,386,n,n,n,,,,,,,,,,,,,,,,,
Tosculi Hive Queen,Large,Monstrosity,,Lawful evil,,12,ToB,385,n,y,y,,,,,,,,,,,,,,,,,
Tosculi Jeweled Drone,Small,Humanoid,Tosculi,Lawful evil,,4,CC,355,n,n,n,,,,,,,,,,,,,,,,,
Tosculi Warrior,Small,Monstrosity,,Lawful evil,,2,ToB,386,n,n,n,,,,,,,,,,,,,,,,,
"Totivillus, Scribe of Hell",Medium,Fiend,Devil,Lawful evil,,24,ToB,101,y,y,n,,,,,,,,,,,,,,,ø,,
Transmuter,Medium,Humanoid,,Any alignment,,5,TftYP,247,y,n,n,,,,,,,,,,,,,,,,,
Transmuter,Medium,Humanoid,Any Race,Any alignment,,5,VGtM,218,y,n,n,,,,,,,,,,,,,,x,,,
Trapper,Large,Monstrosity,,Unaligned,,3,VGtM,194,n,n,n,,,,,,,,,,,,,,,,,
Treacle,Tiny,Ooze,,Unaligned,,1/4,ToB,387,n,n,n,,,,,,,,,,ø,ø,ø,,,,,
Treant,Huge,Plant,,Chaotic good,,9,MM,289,n,n,n,,,,,,,x,,,,,,,,,,
Tree Blight,Huge,Plant,,Neutral evil,,7,CoS,230,n,n,n,,,,,,,,,,,ø,,,,,,
Tressym,Tiny,Beast,,Chaotic neutral,,0,SKT,242,n,n,n,,,,,,,,,,,,,,,,,
Tri-flower frond,Medium,Plant,,Unaligned,,1/2,FEF,232,n,n,n,,,,,,,x,,x,,x,,,,,,
Tri-Flower Frond,Medium,Plant,,Neutral,,1/2,ToA,234,n,n,n,,,,,,,,,,,,,,,,,
Tribal Warrior,Medium,Humanoid,Any Race,Any alignment,,1/8,MM,350,n,n,n,,,,x,x,x,x,x,x,x,x,x,,,,,
Triceratops,Huge,Beast,Dinosaur,Unaligned,,5,MM,80,n,n,n,,,,,,,,x,,,,,,,,,
Tridrone,Medium,Construct,Modron,Lawful neutral,,1/2,MM,225,n,n,n,,,,,,,,,,,,,,,ø,,
Troglodyte,Medium,Humanoid,Troglodyte,Chaotic evil,,1/4,MM,290,n,n,n,,,,,,,,,,,,x,,,,,
Troglodyte Champion of Laogzed,Medium,Humanoid,Troglodyte,Chaotic evil,,3,OotA,229,n,n,n,,,,,,,,,,,,,,,,,
Troll,Large,Giant,,Chaotic evil,,5,MM,291,n,n,n,,,,x,,,x,,x,x,x,x,,,,,
Troll Boar,Large,Monstrosity,,Chaotic evil,,3,MaDC,211,n,n,n,,,,,,,ø,,,,,,,,,,
Troll Runt,Medium,Giant,Troll,Neutral evil,,4,MaDC,143,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Trollkin Grunt,Medium,Humanoid,Trollkin,Neutral,,2,CC,357,n,n,n,,,,,,,,,,,,,,,,,
Trollkin Reaver,Medium,Humanoid,,Neutral,,4,ToB,390,n,n,n,,,,ø,,,ø,,,ø,,,,,,,
Trollkin Shaman,Medium,Humanoid,Trollkin,Neutral,,4,CC,357,y,n,n,,,,,,,,,,,,,,,,,
Trostani,Large,Fey,,Neutral good,,18,GGtR,252,y,y,n,,,,,,,ø,,,,,,,,,,
Truesong Dancer,Medium,Humanoid,Any Race,Chaotic neutral,,3,MaDC,216,n,n,n,,,,,,,,,,,,,,ø,,,
Truesong Dirge,Medium,Humanoid,Any Race,Chaotic neutral,,5,MaDC,216,n,n,n,,,,,,,,,,,,,,ø,,,
Tulpa,Medium,Undead,,Neutral,,4,CC,358,n,n,n,,,,,,,,,,,,,,,,,
Tunnel prawn,Small,Beast,,Unaligned,,1/8,FEF,236,n,n,n,,,,,,,,,,,,x,,,,,
Tunnel worm,Huge,Monstrosity,,Unaligned,,8,FEF,237,n,n,n,,,,,,,,,,,,x,,,,,
Tusk Giant,Large,Giant,,Chaotic evil,,4,MaDC,217,n,n,n,,,,ø,,,,,ø,ø,,,,,,,
Tuskaloth,Gargantuan,Beast,,Unaligned,,10,MaDC,218,n,n,n,,,,ø,,,,,,,,,,,,,
Tusked Crimson Ogre,Large,Giant,,Chaotic evil,,5,CC,279,n,n,n,,,,,,,,,,,,,,,,,
Tusked Skyfish,Large,Aberration,,Lawful good,,4,ToB,391,n,n,n,,,,,ø,,,,,ø,,,,,,,
Tveirherjar,Medium,Undead,,Lawful evil,,7,CC,359,n,n,n,,,,,,,,,,,,,,,,,
Twig Blight,Small,Plant,,Neutral evil,,1/8,LMoP,63,n,n,n,,,,,,,ø,,,,,,,,,,
Twig Blight,Small,Plant,,Neutral evil,,1/8,MM,32,n,n,n,,,,,,,x,,,,,,,,,,
Two-Headed Eagle,Huge,Monstrosity,,Unaligned,,7,CC,360,n,n,n,,,,,,,,,,,,,,,,,
Two-headed troll,Large,Giant,,Chaotic evil,,6,FEF,235,n,n,n,,,,,,,,,x,x,,x,,,,,
Typhon,Gargantuan,Fiend,Demon Lord,Chaotic evil,,22,CC,80,y,y,y,"Legendary Resistance, Magic Resistance, Magic Weapons,  Innate Spellcasting","Multiattack. Snake Bites, Tail, Enthralling Touch",,,,,,,,,,,,,,,
Tyrannosaurus Rex,Huge,Beast,Dinosaur,Unaligned,,8,MM,80,n,n,n,,,,,,,,x,,,,,,,,,
Tyrannosaurus Zombie,Huge,Undead,Dinosaur,Unaligned,,8,ToA,241,n,n,n,,,,,,,ø,ø,,,ø,,,,,,
"Ulamog, the Ceaseless Hunger",Colossal,Aberration,Titan,Chaotic evil,,30,MaDC,219,y,y,n,,,,,,,,,,,,,,,ø,,
Ulitharid,Large,Aberration,,Lawful evil,,9,VGtM,175,y,n,n,,,,,,,,,,,,x,,,,,
Ulitharid,Large,Aberration,,Lawful evil,,9,WDotMM,316,y,n,n,,,,,,,,,,,,ø,,,,,
Ultralisk,Gargantuan,Monstrosity,,Unaligned,,23,MaDC,220,n,y,n,,,,,,,,,,ø,,ø,,,,,
Ultroloth,Medium,Fiend,Yugoloth,Neutral evil,,13,MM,314,y,n,n,,,,,,,,,,,,,,,ø,,
Umber Hulk,Large,Monstrosity,,Chaotic evil,,5,MM,292,n,n,n,,,,,,,,,,,,x,,,,,
Umbral,Medium,Fiend,Vampire,Chaotic evil,,7,ToB,397,y,n,n,,,,,,,,,,,,,,ø,ø,,
Undead Phoenix,Huge,Undead,,Chaotic evil,,12,CC,361,n,n,n,,,,,,,,,,,,,,,,,
Undead Sharkenbear,Huge,Undead,,Unaligned,,5,MaDC,221,n,n,n,,,,,,,ø,,ø,,,,ø,,,,
Undead Warchief,Large,Undead,,Lawful evil,,12,MaDC,222,n,n,n,,,,,,,,,,,,ø,,ø,,,
Undercity Medusa,Medium,Monstrosity,,Neutral evil,,6,GGtR,222,y,n,n,,,,,,,,,,,,ø,,ø,,,
Undine,Medium,Fey,Shapechanger,Chaotic neutral,,5,CC,362,y,n,n,,,,,,,,,,,,,,,,,
Unhatched,Small,Undead,,Chaotic evil,,4,CC,363,n,n,n,,,,,,,,,,,,,,,,,
Unicorn,Large,Celestial,,Lawful good,,5,MM,294,y,y,y,,,,,,,x,,,,,,,,,,
Uraeus,Tiny,Celestial,,Lawful neutral,,2,ToB,392,n,n,n,,,,,,,,,,,,,,,ø,,
Urochar (strangling Watcher),Huge,Aberration,,Chaotic evil,,17,ToB,393,y,y,n,,,,,,,,,,,,ø,,,,,
Ursa Polaris,Large,Monstrosity,,Neutral evil,,7,CC,364,n,n,n,,,,,,,,,,,,,,,,,
Ushabti,Large,Construct,,Unaligned,,9,ToB,394,n,n,n,,,,,,ø,,,,,,,,,,,
Uthgardt Shaman,Medium,Humanoid,Human,Neutral evil,,2,SKT,243,y,n,n,,,,,,,,,,,,,,,,,
Vaettir,Medium,Undead,,Lawful evil,,4,ToB,395,y,n,n,,,,ø,ø,,,,,ø,,,ø,,,,
Valkyrie,Medium,Celestial,,Neutral,,11,ToB,396,y,y,n,,,,,,,,,,,,,,,ø,,
Vampire,Medium,Undead,"Shapechanger, Vampire",Lawful evil,,13,MM,297,n,y,y,,,,,,,,,,,,,,x,,,
Vampire (spellcaster),Medium,Undead,"Shapechanger, Vampire",Lawful evil,,15,MM,297,y,y,y,,,,,,,,,,,,,,x,,,
Vampire (warrior),Medium,Undead,"Shapechanger, Vampire",Lawful evil,,15,MM,297,n,y,y,,,,,,,,,,,,,,x,,,
Vampire Patrician,Medium,Undead,,Lawful evil,,10,CC,365,n,n,n,,,,,,,,,,,,,,,,,
Vampire rose,Small,Plant,,Unaligned,,1/4,FEF,238,n,n,n,,,,,,,x,x,x,,,,,,,,
Vampire Spawn,Medium,Undead,"Shapechanger, Vampire",Neutral evil,,5,MM,298,n,n,n,,,,,,,,,,,,x,,x,,,
Vampire Warlock,Medium,Humanoid,Any race,Neutral,,7,ToB,245,y,n,n,,,,,,,,,,,,,,ø,,,
Vampiric Ixitxachitl,Medium,Aberration,,Chaotic evil,,2,OotA,226,n,n,n,,,,,,,,,,,,,,ø,,,
Vampiric Ixitxachitl Cleric,Medium,Aberration,,Chaotic evil,,2,OotA,226,y,n,n,,,,,,,,,,,,,,ø,,,
Vampiric Knight,Medium,Undead,,Neutral evil,,11,CC,389,n,n,n,,,,,,,,,,,,,,,,,
Vampiric Mist,Medium,Undead,,Chaotic evil,,3,MToF,246,n,n,n,,,,x,x,,x,x,,x,x,x,,x,,,
Vampiric Mist,Medium,Undead,,Chaotic evil,,3,TftYP,247,n,n,n,,,,ø,ø,,ø,ø,,ø,ø,ø,,ø,,,
Vanara,Medium,Humanoid,Simian,Neutral good,,2,CC,338,n,n,n,,,,,,,,,,,,,,,,,
Vanifer,Medium,Humanoid,Tiefling,Neutral evil,,9,PotA,203,y,n,n,,,,,,,,,,,,,,,,,
Vanifer (with Lair Actions),Medium,Humanoid,Tiefling,Neutral evil,,12,PotA,203,y,n,y,,,,,,,,,,,,,,ø,,,
Vapor Lynx,Large,Monstrosity,,Chaotic neutral,,5,ToB,398,y,n,n,,,,,,,,,,,,,,,,,
Vargouille,Tiny,Fiend,,Chaotic evil,,1,VGtM,195,n,n,n,,,,,,x,,,,,x,x,,,,,
Varjra Safahr,Medium,Humanoid,Human,Lawful neutral,,13,WDH,217,y,n,n,,,,,,,,,,,,,,ø,,,
Vegepygmy,Small,Plant,,Neutral,,1/4,ToA,234,n,n,n,,,,,,,ø,,,,ø,,,,,,
Vegepygmy,Small,Plant,,Neutral,,1/4,VGtM,196,n,n,n,,,,,,,x,,,,x,,,,,,
Vegepygmy chief,Medium,Plant,Fungus,Unaligned,,3,FEF,239,n,n,n,,,,,,,x,,,,x,x,,,,,
Vegepygmy Chief,Small,Plant,,Neutral,,2,ToA,235,n,n,n,,,,,,,ø,,,,ø,,,,,,
Vegepygmy Chief,Small,Plant,,Neutral,,2,VGtM,197,n,n,n,,,,,,,x,,,,x,,,,,,
Vegepygmy commoner/worker,Small,Plant,Fungus,Unaligned,,1/8,FEF,239,n,n,n,,,,,,,x,,,,x,x,,,,,
Vegepygmy guard,Small,Plant,Fungus,Unaligned,,1/2,FEF,239,n,n,n,,,,,,,x,,,,x,x,,,,,
Vellso,Medium,Fiend,Demon,Chaotic evil,,7,CC,92,n,n,n,"Keen Smell, Magic Resistance, Magic Weapons, Spider Climb","Multiattack, Bite, Claws",,,,,,,,,,,,,,,
Velociraptor,Tiny,Beast,Dinosaur,Unaligned,,1/4,ToA,235,n,n,n,,,,,,,ø,ø,,,,,,,,,
Velociraptor,Tiny,Beast,Dinosaur,Unaligned,,1/4,VGtM,140,n,n,n,,,,,,,x,x,,,,,,,,,
Venom Elemental,Large,Elemental,,Neutral,,4,CC,140,n,n,n,"Liquid Form, Underwater Camouflage","Multiattack, Bite",,,,,,,,,,,,,,,
Venom Maw Hydra,Huge,Monstrosity,,Unaligned,,12,CC,370,n,y,n,,,,,,,,,,,,,,,,,
Venom Troll,Large,Giant,,Chaotic evil,,5,MaDC,212,n,n,n,,,,,,,,,,,ø,ø,,,,,
Venom Troll,Large,Giant,,Chaotic evil,,7,MToF,245,n,n,n,,,,,,,x,,,,x,x,,,,,
Venomous Mummy,Medium,Undead,Mummy,Lawful evil,,3,ToB,299,n,n,n,,,,,,ø,,,,,ø,,,,,,
Verdalin,Small,Fey,,Neutral,,1/2,MaDC,223,y,n,n,,,,,,,ø,ø,,,,,,,,,
Vesiculosa,Gargantuan,Plant,,Unaligned,,11,ToB,399,n,n,n,,,,,,ø,,,,,,,,,,,
Veteran,Medium,Humanoid,Any Race,Any alignment,,3,MM,350,n,n,n,,,,x,x,,x,x,x,x,,x,,x,,,
Vicious blood hawk,Small,Monstrosity,,Unaligned,,1/4,FEF,27,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Victoro Cassalanter,Medium,Humanoid,Half-Elf,Lawful evil,,10,WDH,218,y,n,n,,,,,,,,,,,,,,ø,,,
Vila,Medium,Fey,,Lawful neutral,,5,ToB,400,y,n,n,,,,,,,ø,,,,,,,,,,
Vile Barber (Siabhra),Small,Fey,,Chaotic evil,,2,ToB,401,n,n,n,,,,,,,,,,,,,,,,,
Vine Blight,Medium,Plant,,Neutral evil,,1/2,MM,32,n,n,n,,,,,,,x,,,,,,,,,,
Vine Lord,Medium,Plant,,Lawful neutral,,7,ToB,402,n,n,n,,,,,,,ø,,,,ø,,,,,,
Vine Terror,Large,Plant,,Unaligned,,3,MaDC,224,n,n,n,,,,,,,ø,,,,,,,,,,
Vine Troll Skeleton,Large,Plant,,Unaligned,,9,ToB,351,n,n,n,,,,,,,ø,,,,ø,,,,,,
Vines of Nemthyr,Large,Plant,,Neutral evil,,8,CC,371,n,n,n,,,,,,,,,,,,,,,,,
Violet Fungus,Medium,Plant,,Unaligned,,1/4,MM,138,n,n,n,,,,,,,,,,,,x,,,,,
Virulent Sliver,Large,Monstrosity,Sliver,Neutral evil,,3,MaDC,189,n,n,n,,,,,ø,,ø,ø,ø,ø,ø,ø,,,,,
Vladimir Horngaard,Medium,Undead,,Lawful evil,,7,CoS,241,n,n,n,,,,,,,,,,,,,,ø,,,
Vodyanoy,Medium,Monstrosity,,Chaotic neutral,,5,MaDC,225,y,n,n,,,,,,,ø,,,,ø,,,,,,
Void Cultist,Medium,Humanoid,,Neutral evil,,1/2,CC,407,n,n,n,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Void Dragon Wyrmling,Medium,Dragon,,Chaotic neutral,,2,ToB,140,n,n,n,,,,,,,,,,,,,,,ø,,
Void Giant,Huge,Giant,,Chaotic neutral,,11,CC,187,y,n,n,"Void Casting, Spellcasting","Multiattack, Slam",Magic Absorption,,,,,,,,,,,,,,
Void Speaker,Medium,Humanoid,,Neutral evil,,7,CC,408,y,n,n,,,,,,,,,,,,,,,,,
Voidling,Large,Aberration,,Chaotic evil,,11,ToB,404,y,n,n,,,,,,,,,,,,,,,ø,,
Voidwracked Mage,Medium,Humanoid,,Chaotic evil,,8,CC,409,y,n,n,,,,,,,,,,,,,,,,,
"Volothamp ""Volo"" Geddarm",Medium,Humanoid,Human,Chaotic good,,1/4,ToA,235,n,n,n,,,,,,,,,,,,,,,,,
"Volothamp ""Volo"" Geddarm",Medium,Humanoid,Human,Chaotic good,,1/4,WDH,218,y,n,n,,,,,,,,,,,,,,ø,,,
Volt,Small,Aberration,,Unaligned,,1/4,FEF,241,n,n,n,,,,,,,,,,,,x,,,,,
Vorin,Huge,Monstrosity,Aquatic,Chaotic evil,,9,FEF,242,n,n,n,,,,,,,,,,,x,,,,,,
Vrock,Large,Fiend,Demon,Chaotic evil,,6,MM,64,n,n,n,,,,,,,,,,,,,,,ø,,
Vulchling,Medium,Monstrosity,,Chaotic evil,,1/8,FEF,243,n,n,n,,,,,,,,,,,,x,,,,,
Vulture,Medium,Beast,,Unaligned,,0,MM,339,n,n,n,,,,,,x,,x,x,,,,,,,,
Walking Statue of Waterdeep,Gargantuan,Construct,,Unaligned,,18,WDH,219,n,n,n,,,,,,,,,,,,,,ø,,,
Wampus Cat,Medium,Monstrosity,,Chaotic neutral,,1,ToB,405,y,n,n,,,,,,,ø,,,,,,,,,,
War,Medium,Fiend,,Neutral evil,,20,MaDC,129,n,n,n,,,,,,,,,,,,,,,ø,,
War Chaplain,Medium,Humanoid,,Any lawful,,3,CC,410,y,n,n,,,,,,,,,,,,,,,,,
War Machine Golem,Gargantuan,Construct,,Unaligned,,18,CC,205,n,n,n,,,,,,,,,,,,,,,,,
War Mage,Medium,Humanoid,Human,Unaligned,,2,MaDC,90,y,n,n,,,,,,,,,,,,,,ø,,,
War Ostrich,Large,Beast,,Unaligned,,1/2,ToB,307,n,n,n,,,,,,ø,,ø,,,,,,,,,
War Pig,Huge,Beast,,Unaligned,,4,MaDC,143,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
War Priest,Medium,Humanoid,Any Race,Any alignment,,9,VGtM,218,y,n,n,,,,,,x,,,,,,,,x,,,
War Priest,Medium,Humanoid,,Any,,8,CC,411,y,n,n,,,,,,,,,,,,,,,,,
War Titan,Huge,Fiend,Titan,Any chaotic,,16,MaDC,226,n,y,n,,,,,ø,ø,,ø,,,,,,,,,
War Troll,Large,Giant,,Chaotic evil,,9,MaDC,213,n,n,n,,,,,ø,ø,,ø,,,,,,,,,
War Wyvern,Large,Dragon,Dragon,Unaligned,,7,CC,386,n,n,n,,,,,,,,,,,,,,,,,
Warhorse,Large,Beast,,Unaligned,,1/2,MM,340,n,n,n,,,,,,,,,,,,,,x,,,
Warhorse Skeleton,Large,Undead,,Lawful evil,,1/2,MM,272,n,n,n,,,,,,,,,,,,,,x,,,
Warlock of the Arcfey,Medium,Humanoid,Any Race,Any alignment,,4,VGtM,219,y,n,n,,,,x,,,,,,x,x,,,x,,,
Warlock of the Fiend,Medium,Humanoid,Any Race,Any alignment,,7,VGtM,219,y,n,n,,,,x,,x,,,,,,x,,x,,,
Warlock of the Great Old One,Medium,Humanoid,Any Race,Any alignment,,6,VGtM,220,y,n,n,,,,x,,,,,x,x,,x,,x,,,
Warlock's Trumpetbloom,Large,Plant,,Neutral evil,,7,CC,372,n,n,n,,,,,,,,,,,,,,,,,
Warlord,Medium,Humanoid,Any Race,Any alignment,,12,VGtM,220,n,y,n,,,,,,,,,,,,,,x,,,
Wasteland Dragon Wyrmling,Medium,Dragon,Dragon,Chaotic evil,,3,CC,118,n,n,y,,"Bite, Warped Energy Breath",,,,,,,,,,,,,,,
Wastrilith,Large,Fiend,Demon,Chaotic evil,,13,MToF,139,n,n,n,,,,,x,,,,,,x,x,x,,ø,,
Water Elemental,Large,Elemental,,Neutral,,5,MM,125,n,n,n,,,,,x,,,,,,x,,x,,,,
Water Elemental Myrmidon,Medium,Elemental,Water,Neutral,,7,PotA,213,n,n,n,,,,,,,,,,,,,,,,,
Water Elemental Myrmodon,Medium,Elemental,,Neutral,,7,MToF,203,n,n,n,,,,ø,ø,,ø,ø,,,ø,ø,ø,ø,ø,,
Water Horse,Medium,Fey,Shapechanger,Neutral evil,,4,CC,373,n,n,n,,,,,,,,,,,,,,,,,
Water Leaper,Large,Monstrosity,,Unaligned,,4,ToB,406,n,n,n,,,,,ø,,ø,,,,,,ø,,,,
Water Weird,Large,Elemental,,Neutral,,3,MM,299,n,n,n,,,,,,,,,,,,ø,ø,ø,,,
Weasel,Tiny,Beast,,Unaligned,,0,MM,340,n,n,n,,,,,,,ø,ø,ø,,,,,,,,
Web Troll,Large,Giant,,Chaotic evil,,3,MaDC,214,n,n,n,,,,,,,ø,,,,,ø,,,,,
Weeping Treant,Huge,Plant,,Neutral,,6,ToB,388,n,n,n,,,,,,,ø,,,,ø,,,,,,
Weirding Scroll,Tiny,Construct,,Unaligned,,1/2,CC,376,n,n,n,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Wendigo,Medium,Monstrosity,,Chaotic evil,,11,CC,377,n,n,n,,,,,,,,,,,,,,,,,
Were-mist,Large,Aberration,,Chaotic evil,,2,FEF,245,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Werebat,Small,Humanoid,"Goblin, Shapechanger",Neutral evil,,2,WDotMM,317,n,n,n,,,,,,,,,,,,ø,,,,,
Werebat,Medium,Humanoid,"Human, Shapechanger",Lawful evil,,3,CC,258,n,n,n,,,,,,,,,,,,,,,,,
Werebear,Medium,Humanoid,"Shapechanger, Human",Neutral good,,5,MM,208,n,n,n,,,,x,,,x,,x,,,,,,,,
Wereboar,Medium,Humanoid,"Shapechanger, Human",Neutral evil,,4,MM,209,n,n,n,,,,,,,x,x,x,,,,,,,,
Weredactyl,Medium,Humanoid,Shapechanger,Neutral evil,,2,FEF,246,n,n,n,,,,,,,x,x,x,,,,,,,,
Werehyena,Medium,Humanoid,"Gnoll, Shapechanger",Chaotic evil,,3,CC,259,n,n,n,,,,,,,,,,,,,,,,,
Wererat,Medium,Humanoid,"Shapechanger, Human",Lawful evil,,2,MM,209,n,n,n,,,,,,,x,,,,,,,,,,
Wereraven,Medium,Humanoid,"Human, Shapechanger",Lawful good,,2,CoS,242,n,n,n,,,,,,,,,,,,,,,,,
Weretiger,Medium,Humanoid,"Shapechanger, Human",Neutral,,4,MM,210,n,n,n,,,,,,x,x,x,,,,,,,,,
Werewolf,Medium,Humanoid,"Shapechanger, Human",Chaotic evil,,3,MM,211,n,n,n,,,,,,,x,,x,,,,,,,,
Werewolf Alpha,Medium,Humanoid,"Shapechanger, Human",Chaotic evil,,9,MaDC,227,n,y,n,,,,,,,ø,,ø,,,,,,,,
Wharfling,Tiny,Beast,,Unaligned,,1/8,ToB,407,n,n,n,,,,,ø,,,,,,,,,ø,,,
Wharfling Swarm,Large,Beast,Swarm,Unaligned,,4,ToB,407,n,n,n,,,,,ø,,,,,,,,,ø,,,
Whisperer in Darkness,Medium,Aberration,,Neutral evil,,15,CC,378,y,n,n,,,,,,,,,,,,,,,,,
White Abishai,Medium,Fiend,Devil,Lawful evil,,6,MToF,163,n,n,n,,,,,,,,,,,,,,x,ø,,
White Ape,Large,Monstrosity,,Neutral,,6,ToB,408,n,n,n,,,,ø,,,ø,ø,ø,,,,,,,,
White dracolisk,Large,Dragon,,Unaligned,,7,FEF,85,n,n,n,,,,x,,,,,,x,,x,,,,,
White Dragon Wyrmling,Medium,Dragon,,Chaotic evil,,2,MM,102,n,n,n,,,,x,,,,,,,,,,,,,
White Maw,Gargantuan,Ooze,,Chaotic neutral,,10,TftYP,248,n,n,n,,,,,,,,,,,,,,,,,
White Stag,Large,Celestial,,Chaotic good,,2,CC,379,n,n,n,,,,,,,,,,,,,,,,,
Wickerman,Huge,Construct,,Neutral evil,,9,CC,380,n,n,n,,,,,,,,,,,,,,,,,
Widow creeper,Large,Plant,,Unaligned,,10,FEF,247,n,n,n,,,,,,,x,,,,,,,,,,
Wiggan Nettlebee,Small,Humanoid,Halfling,Neutral evil,,2,PotA,211,y,n,n,,,,,,,,,,,,,,,,,
Wight,Medium,Undead,,Neutral evil,,3,MM,300,n,n,n,,,,,,x,,,,,x,x,,x,,,
Wight Walker,Medium,Undead,,Neutral evil,,6,MaDC,228,n,n,n,,,,,,ø,,,,,ø,ø,,ø,,,
Will-o-wisp,Tiny,Undead,,Chaotic evil,,2,MM,301,n,n,n,,,,,,,x,,,,x,,,x,,,
Wind Demon,Small,Fiend,Demon,Chaotic evil,,2,CC,93,n,n,n,"Arrow Bane, Magic Resistance","Multiattack, Frost Claw",Swift as Frost,,,,,,,,,,,,,,
Wind Dragon Wyrmling,Medium,Dragon,,Chaotic neutral,,1,ToB,145,n,n,n,,,,,,,,,,ø,,,,,,,
Wind Weasel,Medium,Fey,Shapechanger,Chaotic neutral,,2,CC,375,n,n,n,,,,,,,,,,,,,,,,,
Wind's Harp,Medium,Fiend,Devil,Lawful evil,,4,CC,105,n,n,n,"False Appearance, Magic Resistance, Strong Winds","Multiattack, Infernal Noise, Hellish Chorus",Diabolical Countersong,,,,,,,,,,,,,,
Windharrow,Medium,Humanoid,Half-Elf,Neutral evil,,3,PotA,192,y,n,n,,,,,,,,,,,,,,,,,
Wing Eater,Medium,Undead,,Lawful evil,,2,CC,381,y,n,n,,,,,,,,,,,,,,,,,
Winged Ape,Medium,Monstrosity,,Neutral,,2,MaDC,229,n,n,n,,,,,,,,,,ø,,,,,,,
Winged Kobold,Small,Humanoid,Kobold,Lawful evil,,1/4,MM,195,n,n,n,,,,x,x,x,x,,x,x,x,x,,x,,,
Winged Sliver,Large,Monstrosity,Sliver,Neutral evil,,3,MaDC,189,n,n,n,,,,,ø,,ø,ø,ø,ø,ø,ø,,,,,
Winged Thrull,Small,Construct,,Unaligned,,1/2,GGtR,221,n,n,n,,,,,,,,,,,,,,ø,,,
Winter Eladrin,Medium,Fey,Elf,Chaotic neutral,,10,MToF,197,y,n,n,,,,x,,,x,,,,,,,,,,
Winter Sprite,Tiny,Fey,,Neutral,,1,MaDC,230,y,n,n,,,,ø,,,,,,,,,,,,,
Winter Wolf,Large,Monstrosity,,Neutral evil,,3,MM,340,n,n,n,,,,x,,,x,,x,,,,,,,,
Wirbeln Fungi,Small,Plant,Fungi,Lawful neutral,,1,CC,166,n,n,n,Natural Appearance,"Poison Needle, Poison Dart, Spore Cloud",,,,,x,,,,x,x,,,,,
Witch Derro,Small,Humanoid,Derro,Chaotic evil,,5,CC,97,y,n,n,"Hightened Spell, Magic Resistance, Sunlight Sensitivity, Spellcasting lvl 4",Maddening Scimitar,,,,,,,,,,,,,,,
Witch grass,Small,Plant,,Unaligned,,0,FEF,248,n,n,n,,,,,,,x,x,x,,x,,,,,,
Witchlight,Tiny,Construct,,Neutral,,1/4,ToB,409,n,n,n,,,,,,,ø,,ø,ø,ø,ø,,,,,
Witherstench,Small,Monstrosity,,Unaligned,,0,FEF,249,n,n,n,,,,,,,x,x,x,,,,,,,,
Wizard Kobold,Small,Humanoid,Kobold,Lawful neutral,,5,CC,241,y,n,n,,,,,,,,,,,,,,,,,
Wolf,Medium,Beast,,Unaligned,,1/4,LMoP,63,n,n,n,,,,,,,ø,ø,ø,,,,,,,,
Wolf,Medium,Beast,,Unaligned,,1/4,MM,341,n,n,n,,,,,,,x,x,x,,,,,,,,
Wolf Reaver Dwarf,Medium,Humanoid,Dwarf,Any chaotic,,3,ToB,426,n,n,n,,,,,,,,,ø,ø,,ø,,ø,,,
